Date,Shift,temperature_2m,relative_humidity_2m,wind_speed_10m,wind_direction_10m,surface_pressure,precipitation,cloud_cover,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,AQI_Class,pm2_5_lag_1,pm2_5_lag_2,pm2_5_lag_3,pm2_5_lag_6,temperature_2m_lag_1,temperature_2m_lag_2,temperature_2m_lag_3,temperature_2m_lag_6,AQI_Class_lag_1,AQI_Class_lag_2,AQI_Class_lag_3,AQI_Class_lag_6
2023-01-04,Morning,26.46666666666667,66.83333333333333,11.033333333333333,127.16666666666667,1012.2666666666668,0.0,100.0,23.5,33.9,571.0,29.0,10.6,68.0,1,10.3,50.8,24.9,37.5,30.483333333333334,24.808333333333334,26.383333333333336,25.8,0.0,2.0,1.0,2.0
2023-01-04,Night,25.241666666666664,73.0,11.591666666666667,121.66666666666667,1011.3416666666667,0.0,99.83333333333333,48.0,68.9,743.0,49.5,20.8,66.0,2,23.5,10.3,50.8,55.9,26.46666666666667,30.483333333333334,24.808333333333334,24.241666666666664,1.0,0.0,2.0,2.0
2023-01-05,Afternoon,25.71666666666667,74.83333333333333,15.866666666666667,239.0,1009.7833333333333,0.35000000000000003,100.0,17.6,25.3,581.0,52.2,32.4,39.0,1,48.0,23.5,10.3,22.1,25.241666666666664,26.46666666666667,30.483333333333334,30.63333333333333,2.0,1.0,0.0,1.0
2023-01-05,Morning,24.650000000000002,72.66666666666667,14.85,235.16666666666666,1011.8333333333334,0.06666666666666667,100.0,14.1,20.3,385.0,27.1,16.3,62.0,1,17.6,48.0,23.5,24.9,25.71666666666667,25.241666666666664,26.46666666666667,26.383333333333336,1.0,2.0,1.0,1.0
2023-01-05,Night,23.849999999999998,75.91666666666667,15.933333333333332,93.91666666666667,1011.0,0.08333333333333333,100.0,13.1,19.0,403.0,32.0,13.9,67.0,1,14.1,17.6,48.0,50.8,24.650000000000002,25.71666666666667,25.241666666666664,24.808333333333334,1.0,1.0,2.0,2.0
2023-01-06,Afternoon,26.71666666666667,68.16666666666667,16.083333333333332,180.33333333333334,1009.65,0.13333333333333333,100.0,14.2,20.4,475.0,33.0,22.9,64.0,1,13.1,14.1,17.6,10.3,23.849999999999998,24.650000000000002,25.71666666666667,30.483333333333334,1.0,1.0,1.0,0.0
2023-01-06,Morning,22.766666666666666,80.16666666666667,13.916666666666666,346.6666666666667,1011.6999999999999,0.5333333333333333,100.0,13.2,19.2,390.0,19.4,11.4,58.0,1,14.2,13.1,14.1,23.5,26.71666666666667,23.849999999999998,24.650000000000002,26.46666666666667,1.0,1.0,1.0,1.0
2023-01-06,Night,22.991666666666664,79.25,12.983333333333334,266.4166666666667,1010.6666666666666,1.3583333333333334,100.0,15.7,22.6,453.0,30.9,17.9,68.0,1,13.2,14.2,13.1,48.0,22.766666666666666,26.71666666666667,23.849999999999998,25.241666666666664,1.0,1.0,1.0,2.0
2023-01-07,Afternoon,26.366666666666664,69.83333333333333,15.700000000000001,69.33333333333333,1008.7666666666668,1.6666666666666667,100.0,17.6,25.2,844.0,59.0,42.8,69.0,1,15.7,13.2,14.2,17.6,22.991666666666664,22.766666666666666,26.71666666666667,25.71666666666667,1.0,1.0,1.0,1.0
2023-01-07,Morning,23.349999999999998,80.66666666666667,13.200000000000001,333.0,1010.6999999999999,1.2333333333333334,100.0,13.1,19.0,528.0,18.0,12.7,80.0,1,17.6,15.7,13.2,14.1,26.366666666666664,22.991666666666664,22.766666666666666,24.650000000000002,1.0,1.0,1.0,1.0
