datetime,value,lag_1h,lag_2h,lag_3h,lag_24h,lag_168h,roll_mean_24h,roll_std_24h,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos
2024-11-26 17:00:00,27.70050032933553,25.930166721343998,24.70416657129924,23.08579142888387,38.0943333307902,29.13999938964844,37.549868047237396,8.488061092276903,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384
2024-11-26 18:00:00,38.6983331044515,27.70050032933553,25.930166721343998,24.70416657129924,44.55429172515869,29.15000009536743,37.305869771374596,8.361176697310782,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384
2024-11-26 19:00:00,42.7865826288859,38.6983331044515,27.70050032933553,25.930166721343998,40.26929219563802,31.78333314259847,37.410756872759926,8.41557988967613,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384
2024-11-26 20:00:00,48.42845853169759,42.7865826288859,38.6983331044515,27.70050032933553,36.86295827229818,30.95000012715657,37.892652716901566,8.708870920322402,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384
2024-11-26 21:00:00,47.18308353424072,48.42845853169759,42.7865826288859,38.6983331044515,34.50774987538656,30.21666669845581,38.42079161935383,8.87738247990907,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384
2024-11-26 22:00:00,49.25483385721842,47.18308353424072,48.42845853169759,42.7865826288859,32.558499813079834,31.06666660308838,39.11647220452627,9.050526872791018,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384
2024-11-26 23:00:00,49.6959441502889,49.25483385721842,47.18308353424072,48.42845853169759,30.97041654586792,35.800000508626304,39.896702521377144,9.124581284136692,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384
2024-11-27 00:00:00,39.72433344523112,49.6959441502889,49.25483385721842,47.18308353424072,29.836749871571858,37.100000063578285,40.30868517027961,8.87029035836451,0.0,1.0,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384
2024-11-27 01:00:00,27.450666904449463,39.72433344523112,49.6959441502889,49.25483385721842,38.76504135131836,47.51666609446208,39.83725290166007,9.248499314765654,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384
2024-11-27 02:00:00,26.646291891733807,27.450666904449463,39.72433344523112,49.6959441502889,47.26399993896485,57.21666685740153,38.978181733025444,9.483238789277813,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384
2024-11-27 03:00:00,24.45808331171672,26.646291891733807,27.450666904449463,39.72433344523112,51.110124588012695,32.52500009536743,37.86768001317978,9.560980247056145,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384
2024-11-27 04:00:00,21.488639036814373,24.45808331171672,26.646291891733807,27.450666904449463,50.51616700490316,28.81666660308838,36.65819968117608,9.725950119022286,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384
2024-11-27 05:00:00,19.4653746287028,21.488639036814373,24.45808331171672,26.646291891733807,50.28295866648356,35.833333333333336,35.37413367960188,9.882025394120527,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384
2024-11-27 06:00:00,21.031500498453777,19.4653746287028,21.488639036814373,24.45808331171672,45.65408293406168,49.800000508626304,34.34819274478489,10.045168101097588,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384
2024-11-27 07:00:00,29.074124972025555,21.031500498453777,19.4653746287028,21.488639036814373,38.34149996439616,54.24999968210856,33.962052120102776,10.063094494405822,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384
2024-11-27 08:00:00,28.158333619435627,29.074124972025555,21.031500498453777,19.4653746287028,38.90058326721192,53.43333371480306,33.51445838477876,10.072780634559969,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384
