iter	RMSE
322	0.01694115856
323	0.01693125661
324	0.01692185276
325	0.01691931563
326	0.01691625803
327	0.01691041676
328	0.0169090798
329	0.0169011767
330	0.01689990221
331	0.01689015758
332	0.01688615079
333	0.01687722194
334	0.01686250251
335	0.0168544163
336	0.01685205288
337	0.01684915907
338	0.01684091589
339	0.01683444783
340	0.01682467274
341	0.01681807477
342	0.01680973479
343	0.01680302963
344	0.01679629733
345	0.01678872066
346	0.01678697761
347	0.01677926051
348	0.01676887189
349	0.0167630734
350	0.01675207104
351	0.01673789533
352	0.01673075307
353	0.01672266722
354	0.01671394923
355	0.01671252632
356	0.01670248344
357	0.01669538935
358	0.01668683261
359	0.01667758486
360	0.01666945174
361	0.01666231951
362	0.0166596488
363	0.01665292059
364	0.01664836114
365	0.01664008061
366	0.01663699263
367	0.01662903599
368	0.01662181036
369	0.01661899271
370	0.01661242257
371	0.01660526654
372	0.01660158051
373	0.01659482362
374	0.01659026552
375	0.01658433596
376	0.01657848177
377	0.01657555955
378	0.01657306443
379	0.01656730462
380	0.01656467501
381	0.01655999742
382	0.01655199436
383	0.0165482911
384	0.01654400132
385	0.01653648949
386	0.01653421179
387	0.01653308604
388	0.0165237019
389	0.01651347066
390	0.01650722491
391	0.0165056772
392	0.01649969363
393	0.01649600833
394	0.01648542276
395	0.01648154116
396	0.01646888269
397	0.01645583175
398	0.01645079997
399	0.01644454742
400	0.01643903147
401	0.01643744843
402	0.0164320505
403	0.01642992247
404	0.01642613571
405	0.01642390158
406	0.01641204248
407	0.01640790915
408	0.0164030184
409	0.01640016208
410	0.0163940214
411	0.01638868219
412	0.01638086891
413	0.01637120484
414	0.0163642291
415	0.01636280821
416	0.01635701732
417	0.01635411416
418	0.01634822849
419	0.01634324332
420	0.0163312869
421	0.01632412422
422	0.01631908566
423	0.01631600414
424	0.01631163424
425	0.01630593164
426	0.01630079649
427	0.01629847358
428	0.01629408637
429	0.01628988282
430	0.01628544688
431	0.01628121315
432	0.01627918903
433	0.0162716283
434	0.01627038647
435	0.01626197825
436	0.01625578372
437	0.01624935757
438	0.01624517943
439	0.01623721887
440	0.01623247663
441	0.0162240969
442	0.01621732688
443	0.01620889975
444	0.01619950064
445	0.01619818218
446	0.01618439057
447	0.01618277983
448	0.0161795375
449	0.01617460113
450	0.0161681428
451	0.01616527746
452	0.01616025195
453	0.01615591524
454	0.0161517344
455	0.01614464592
456	0.01613924139
457	0.01613294111
458	0.01612775804
459	0.01612173709
460	0.01611730447
461	0.0161124381
462	0.01610386563
463	0.01609596528
464	0.0160866909
465	0.01608205547
466	0.01607657815
467	0.0160723232
468	0.01606475037
469	0.01605905179
470	0.01605110908
471	0.01604432175
472	0.01603983223
473	0.01603313431
474	0.01602644966
475	0.01601937221
476	0.01600992087
477	0.01600439854
478	0.01600042126
479	0.01599015569
480	0.01598566026
481	0.01598452839
482	0.0159776836
483	0.01597085908
484	0.01596481103
485	0.01595942849
486	0.01595473339
487	0.01594988738
488	0.01594409927
489	0.01593412925
490	0.01592824853
491	0.01592147964
492	0.01591423548
493	0.01590904189
494	0.01590079515
495	0.01589510093
496	0.01589175467
497	0.01588349006
498	0.01587807875
499	0.01587614868
